,Calle,Colonia,Delegacion,Estado,Foto,HerramientasFaltantes,HerramientasSobrantes,Hora,HoradelReporte,ManodeObraFaltante,ManodeObraSobrantes,MedicamentosFaltantes,MedicamentosSobrantes,NumeroExterioroAproximado,NumerodePersonasAtrapadas,NumerodePersonasDesaparecidas,NumerodePersonasFallecidas,NumerodePersonasLesionadas,NumerodePersonasRescatadas,OtraReferenciadeUbicacion,Timestamp,TipodeInfraestructura,TipodeUso,TipodelDano,Verificado,ViveresFaltantes,ViveresSobrantes,latitud,longitud
729,,Tizapán,Álvaro Obregón,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-20 22:44:06,,,Ofrezco,,Manos / Voluntarios,,19.3964706,-99.0103823
730,,LAS QUE REQUIERAN APOYO,,PUEBLA,,,,,,,,,,,,,,,,ASISTENCIA PSICOSOCIAL,2017-09-20 22:46:22,,,Ofrezco,,Asistencia médica,,18.0831157,-97.9179256
731,,Independencia ,Benito Juárez ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-20 22:55:08,,,Ofrezco,,"Transporte, Manos / Voluntarios",,19.492003,-99.0814076
732,,PORTALES SUR,BENITO JUÁREZ,CIUDAD DE MÉXICO,,,,,,,,,,,,,,,,"CONSIDEREN LA ROPA Y LA COMIDA DONDE EXISTA LA CERTEZA QUE SE NECESITA Y NO, QUE SOBRE Y TERMINE REGALÁNDOSE COMO HA PASADO. CONTACTAR CUANDO MUCHO EL JUEVES 21 DE SEPTIEMBRE",2017-09-20 22:57:17,,,Ofrezco,,"Comida, Ropa",,19.36165,-99.1522666
733,,juarez,cuauhtemoc,ciudad de mexico,,,,,,,,,,,,,,,,,2017-09-20 22:57:55,,,Ofrezco,,Manos / Voluntarios,,19.4341287,-99.1408188
734,,Torres de potrero,Alvaro obregon,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-20 22:58:13,,,Ofrezco,,"Agua, Manos / Voluntarios, Ropa",,19.3229525,-99.2421647
735,,Centro de la ciudad de mexico,Cuauhtemoc,Callejon de san miguel,,,,,,,,,,,,,,,,,2017-09-20 23:11:11,,,Necesito,,Peritajes,,19.4248077,-99.1315622
736,,Tacuba ,Miguel Hidalgo,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-20 23:14:59,,,Ofrezco,,Manos / Voluntarios,,19.4558071,-99.185752
737,,Progreso,Álvaro Obregón,CDMX,,,,,,,,,,,,,,,,,2017-09-20 23:15:29,,,Ofrezco,,"Comida, Agua, Transporte, Manos / Voluntarios, Artículos de limpieza, Medicamentos, Ropa",,19.4340461,-99.1562508
738,,Del Valle,Benito Juarez,CDMX ,,,,,,,,,,,,,,,,,2017-09-20 23:17:17,,,Ofrezco,,Manos / Voluntarios,,19.377698,-99.177032
739,,San Juan Totoltepec,Naucalpan,México,,,,,,,,,,,,,,,,,2017-09-20 23:20:35,,,Ofrezco,,Manos / Voluntarios,,19.4493168,-99.2448404
740,,Del valle,Benito juarez,CDMX ,,,,,,,,,,,,,,,,,2017-09-20 23:28:56,,,Ofrezco,,"Refugio / Dónde dormir, Manos / Voluntarios",,19.370384,-99.174368
741,,Toriello Guerra,Tlalpan ,CdMx,,,,,,,,,,,,,,,,Consulta oftalmológica gratuita a afectados brigadistas-voluntarios en relación al sismo,2017-09-20 23:53:39,,,Ofrezco,,Asistencia médica,,19.2927702,-99.1610567
742,,"Ensenada 22 col condesa, casi esquina Campeche",,Ciudad de México,,,,,,,,,,,,,,,,Refugio para mascotas,2017-09-21 00:08:06,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir",,19.4097268,-99.1747713
743,,Popotla,Miguel Hidalgo,México,,,,,,,,,,,,,,,,,2017-09-21 00:08:09,,,Ofrezco,,Manos / Voluntarios,,19.4531418,-99.1802147
744,,Tlatelolco,Cuauhtémoc,Ciudad de México,,,,,,,,,,,,,,,,Vivo en Tlatelolco,2017-09-21 00:12:15,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Manos / Voluntarios, Artículos de limpieza, Medicamentos, Ropa",,19.450926,-99.1414451
745,,Villas de la cantera,"Tepic, Nayarit",Nayarit,,,,,,,,,,,,,,,,,2017-09-21 00:13:27,,,Ofrezco,,"Comida, Agua, Transporte, Artículos de limpieza, Medicamentos, Ropa, Gasolina",,21.4893585,-104.8403544
746,,Los reyes,Coyoacan ,Mexico,,,,,,,,,,,,,,,,,2017-09-21 00:17:15,,,Ofrezco,,Apoyo psicológico ,,19.4858483,-99.183141
747,,Tres Estrellas,Guanajuato,Guanajuato,,,,,,,,,,,,,,,,,2017-09-21 00:22:33,,,Ofrezco,,"Análisis, generación y confirmación de información en tiempo real; generación de enlaces, ingeniería social.",,20.9889178,-101.2796594
748,,Fraccionamiento Coyuya,Iztacalco,CDMX,,,,,,,,,,,,,,,,,2017-09-21 00:26:45,,,Ofrezco,,Manos / Voluntarios,,19.4023183,-99.1178836
749,,El Molino,Cuajimalpa,Ciudad de México,,,,,,,,,,,,,,,,"Transporte para personas, medicamentos y/o víveres en motocicleta.",2017-09-21 00:28:05,,,Ofrezco,,"Transporte, Manos / Voluntarios",,19.2887091,-99.1215977
750,,Jalalpa ,Álvaro Obregón ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-21 00:37:01,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza, Medicamentos, Ropa",,19.3797294,-99.2259444
751,,Aljojuca,Aljojuca,Puebla,,,,,,,,,,,,,,,,,2017-09-21 00:51:30,,,Ofrezco,,"Comida, Agua, Artículos de limpieza, Medicamentos",,19.0977497,-97.5317631
752,,Lomas de cortes,,Morelos ,,,,,,,,,,,,,,,,,2017-09-21 00:56:19,,,Ofrezco,,"Comida, Agua, Transporte, Manos / Voluntarios, Ropa",,18.9532676,-99.2245237
753,,Las torres,,Nuevo León ,,,,,,,,,,,,,,,,,2017-09-21 01:05:39,,,Ofrezco,,"Manos / Voluntarios, Asistencia médica, Medicamentos",,25.6172147,-100.2838507
754,,Del Valle,BJ,Cdmx,,,,,,,,,,,,,,,,,2017-09-21 01:06:24,,,Ofrezco,,"Manos / Voluntarios, Entre las 5 y las 9 am",,19.3817299,-99.1649891
755,,Juarez,Cuauhtémoc ,Ciudad de Mexico,,,,,,,,,,,,,,,,,2017-09-21 01:07:03,,,Ofrezco,,Manos / Voluntarios,,19.4341287,-99.1408188
756,,Independencia ,Benito Juárez ,Cdmx,,,,,,,,,,,,,,,,,2017-09-21 01:11:57,,,Ofrezco,,Manos / Voluntarios,,19.492003,-99.0814076
757,,San Pedro,Puebla,Puebla,,,,,,,,,,,,,,,,,2017-09-21 01:25:27,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios",,19.0742204,-98.1741482
758,,Los reyes,Coyoacan ,Mexico,,,,,,,,,,,,,,,,,2017-09-21 01:25:58,,,Ofrezco,,Apoyo psicológico ,,19.4858483,-99.183141
759,,Juarez,Cuauhtemoc,CDMX,,,,,,,,,,,,,,,,,2017-09-21 01:27:14,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Transporte, Manos / Voluntarios, Artículos de limpieza, Medicamentos, Manos para bases de datos, análisis",,19.4253446,-99.1698309
760,,Jesus del monte ,Cuajimalpa ,CD.MX. ,,,,,,,,,,,,,,,,,2017-09-21 01:27:30,,,Ofrezco,,Manos / Voluntarios,,19.3824718,-99.2941851
761,,Lomas de Tarango ,Álvaro Obregón ,Ciudad de México,,,,,,,,,,,,,,,,Tengo posibilidad de trasladarme a dónde se requiera la ayuda,2017-09-21 01:29:52,,,Ofrezco,,"Manos / Voluntarios, Asistencia psicológica",,19.3633995,-99.2178334
762,,Bosques de las Lomas,Cuajimalpa,Ciudad de México,,,,,,,,,,,,,,,,Posibilidad de trasladarme en donde se requiera la ayuda. ,2017-09-21 01:34:02,,,Ofrezco,,"Manos / Voluntarios, Peritajes, Ropa, Atención psicológica y levantar escombros.",,19.2691692,-99.2328931
763,,Simatel,,CDMX,,,,,,,,,,,,,,,,,2017-09-21 01:37:28,,,Ofrezco,,"Manos / Voluntarios, Peritajes",,19.2915886,-99.1658951
764,,Jardines de satélite/ Santa Fe ,Naucalpan/ Santa Fe ,Mexico,,,,,,,,,,,,,,,,,2017-09-21 01:42:27,,,Ofrezco,,"Refugio / Dónde dormir, Transporte, Manos / Voluntarios",,19.5420656,-99.2394602
765,,El Caloso ,Puerto vallarta,Jalisco,,,,,,,,,,,,,,,,,2017-09-21 01:50:33,,,Ofrezco,,Donativo,,20.6090744,-105.226063
766,,Portales,Benito Juarez,Mexico,,,,,,,,,,,,,,,,,2017-09-21 01:53:41,,,Ofrezco,,Manos / Voluntarios,,19.3912641,-99.0182581
767,,Astilleros,Veracruz,Veracruz,,,,,,,,,,,,,,,,,2017-09-21 02:07:27,,,Ofrezco,,Manos / Voluntarios,,19.2102729,-96.1831947
768,,Jardines del pedeehal,Álvaro Obregón ,Ciudad de mwxico,,,,,,,,,,,,,,,,,2017-09-21 02:08:08,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza, Medicamentos, Ropa",,19.639536,-99.0362705
769,,Condesa,,Ciudad de México,,,,,,,,,,,,,,,,Médicos y enfermeros,2017-09-21 02:16:20,,,Necesito,,Manos / Voluntarios,,19.4149803,-99.1774462
770,,Mixcoac,Benito Juarez,CDMX,,,,,,,,,,,,,,,,,2017-09-21 02:17:53,,,Ofrezco,,"Transporte, Manos / Voluntarios",,19.3728792,-99.1897381
771,,Lomas de Vistahermosa ,Cuajimalpa de Morelos,Ciudad de mexicou,,,,,,,,,,,,,,,,,2017-09-21 02:18:02,,,Ofrezco,,"Comida, Agua, Transporte, Manos / Voluntarios, Asistencia médica",,19.3623378,-99.29953
772,,Roma,,Ciudad de México,,,,,,,,,,,,,,,,revisión preventiva a inmuebles con daños o riesgos,2017-09-21 02:22:54,,,Necesito,,"Manos / Voluntarios, Asistencia médica",,19.4095846,-99.1575732
773,,Roma Sur,Cuauhtémoc,CdMx,,,,,,,,,,,,,,,,Sale Camión el Viernes 22 rumbo a Morelos.,2017-09-21 02:25:21,,,Necesito,,"Medicamentos, Herramientas",,19.4073071,-99.1678232
774,,Roma,Cuauhtemoc,Ciudad de Mexico ,,,,,,,,,,,,,,,,,2017-09-21 02:36:17,,,Ofrezco,,"Transporte, Manos / Voluntarios",,19.4119333,-99.1562314
775,,Bellavista satelite,,Estado de mexico,,,,,,,,,,,,,,,,,2017-09-21 02:36:49,,,Ofrezco,,Manos / Voluntarios,,19.5259447,-99.2331807
776,,Miami beach,,FL,,,,,,,,,,,,,,,,,2017-09-21 02:36:55,,,Ofrezco,,"Coordinacion, ayuda psicologica, equipos de video y audio, manejo de informscion y redes soc. ",,25.8176795,-80.1372757
777,,,,Ciudad de México,,,,,,,,,,,,,,,,Tráiler de carga disponible para transportar víveres a Morelos,2017-09-21 02:39:37,,,Ofrezco,,Transporte,,19.4326077,-99.133208
778,,Bosque Real ,Huixquilucan ,México ,,,,,,,,,,,,,,,,,2017-09-21 02:41:13,,,Ofrezco,,"Transporte, Manos / Voluntarios",,19.4249136,-99.2716288
779,,minerva,iztapalapa,ciudad de mexico,,,,,,,,,,,,,,,,,2017-09-21 02:48:27,,,Ofrezco,,"Refugio / Dónde dormir, Manos / Voluntarios",,19.3596653,-99.1787056
780,,Lomas Estrella 2da. Sección,Tláhuac,CDMX,,,,,,,,,,,,,,,,,2017-09-21 02:56:04,,,Necesito,,"Asistencia de autoridades, ya que elementos de la SSP no nos dejan hacer nada y el edificio está derrumbado, y las familias adentro, no se sabe si vivas o muertas.",,19.3213492,-99.0943307
781,,Desconocida,,Ciudad de México,,,,,,,,,,,,,,,,tráiler de carga con capacidad de hasta 35 toneladas para transportar víveres a los municipios afectados en Morelos,2017-09-21 02:57:47,,,Ofrezco,,Transporte,,19.3965347,-99.2281748
782,,Anahuac ,Miguel Hidalgo,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-21 03:13:51,,,Ofrezco,,"Manos / Voluntarios, Peritajes, Medicamentos, Ropa",,19.4489659,-99.1862341
783,,Moderna,Benito Juárez,CDMX,,,,,,,,,,,,,,,,,2017-09-21 03:21:09,,,Ofrezco,,"Manos / Voluntarios, Asistencia médica, Medicamentos, Ropa",,19.4377154,-99.1596831
784,,Barrio San Matías ,Puebla,Puebla,,,,,,,,,,,,,,,,terapia@amparobandera.com,2017-09-21 04:17:30,,,Ofrezco,,Asistencia y acompañamiento terapéutico ,,19.0532254,-98.2151462
785,,Acacias,Benito Juárez ,Ciudad de Mexico,,,,,,,,,,,,,,,,,2017-09-21 04:26:02,,,Ofrezco,,Asistencia médica,,19.3636967,-99.1733329
786,,Los reyes,Coyoacan ,Mexico,,,,,,,,,,,,,,,,,2017-09-21 06:14:06,,,Ofrezco,,Apoyo psicológico ,,19.3718396,-99.105901
787,,Reyes iztacala,Tlalnepantla ,Estado de México ,,,,,,,,,,,,,,,,,2017-09-21 06:23:36,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios, Ropa",,19.5262433,-99.1912897
788,,Popo,Miguel Hidalgo,Ciudad de México,,,,,,,,,,,,,,,,Tengo a la mano herramientas de carpintería y puedo ayudar,2017-09-21 07:35:28,,,Ofrezco,,Herramientas carpintería,,19.4458435,-99.2006354
789,,Lomas de las Palmas,Huixquilucan,México,,,,,,,,,,,,,,,,,2017-09-21 07:41:34,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza",,18.4869197,-97.3906201
790,,Manzanastitla,Cuajimalpa,Cdmx,,,,,,,,,,,,,,,,,2017-09-21 07:57:07,,,Ofrezco,,Manos / Voluntarios,,19.2280152,-99.2026276
791,,Palo Alto,Cuajimalpa,Mexico city,,,,,,,,,,,,,,,,,2017-09-21 08:06:25,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza, Medicamentos, Ropa",,19.3831227,-99.2561998
792,,Polanco,Miguel Hidalgo,CD.MX.,,,,,,,,,,,,,,,,,2017-09-21 08:20:51,,,Ofrezco,,Manos / Voluntarios,,19.4340199,-99.1956012
793,,San Lorenzo Huipulco,Tlalpan,CDMX,,,,,,,,,,,,,,,,"Me muevo por toda la ciudad , digan dónde más se necesitan relevos , son las 7:40 y ya estoy en camino",2017-09-21 08:40:54,,,Ofrezco,,Manos / Voluntarios,,19.2955945,-99.1497664
794,,Av. reforma ,Hueyapan ,Puebla ,,,,,,,,,,,,,,,,,2017-09-21 08:41:33,,,Ofrezco,,"Comida, Agua, Artículos de limpieza, Medicamentos, Ropa",,19.8829172,-97.4382192
795,,Villa quietud,Coyoacan,Mexico,,,,,,,,,,,,,,,,,2017-09-21 08:50:24,,,Ofrezco,,"Comida, Agua, Transporte, Manos / Voluntarios, Artículos de limpieza, Ropa",,19.3028753,-99.1055293
796,,Juarez,,Distrito federal,,,,,,,,,,,,,,,,,2017-09-21 08:52:52,,,Ofrezco,,"Refugio / Dónde dormir, Manos / Voluntarios, Dron",,19.4341287,-99.1408188
797,,Valle dorado,Tlalnepantla ,Estado de México ,,,,,,,,,,,,,,,,,2017-09-21 08:52:55,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Transporte",,19.5500888,-99.214829
798,,Ajusco,COYOACAN ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-21 08:56:34,,,Ofrezco,,Asistencia médica,,19.304745,-99.2026826
799,,San Pedro de los Pinos,Benito Juárez ,Cdmx,,,,,,,,,,,,,,,,,2017-09-21 09:10:47,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios, Ropa, Traducción al inglés ",,19.3880449,-99.185752
800,,Lomas de Chapultepec ,Miguel Hidalgo,D.F.,,,,,,,,,,,,,,,,,2017-09-21 09:16:52,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza, Medicamentos",,19.4249374,-99.2134442
801,,Acacias ,Benito Juárez ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-21 09:18:51,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza, Ropa",,19.3636967,-99.1733329
802,,San Jerónimo Lídice ,Contreras,DF,,,,,,,,,,,,,,,,"A quienes han sido afectados por el sismo, a las brigadas de salvamento. Ofresco un espacio para ser escuchados.",2017-09-21 09:19:13,,,Ofrezco,,"Ropa, Asistencia psicológica ",,19.3271667,-99.2245237
803,,Doctores,Cuauhtémoc,Ciudad de México,,,,,,,,,,,,,,,,Centro de Acopio en la Escuela Libre de Derecho,2017-09-21 09:28:57,,,Necesito,,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza, Medicamentos, Carpas, tiendas de campaña, Ropa",,19.4131541,-99.144485
804,,Santa Ursula Coapa,Coyoacán ,Ciudad de México ,,,,,,,,,,,,,,,,Estudiante de medicina noveno semestre ,2017-09-21 09:41:51,,,Ofrezco,,"Manos / Voluntarios, Asistencia médica",,19.3107135,-99.1581418
805,,Del Valle ,Benito Juárez ,Ciudad de Mexico,,,,,,,,,,,,,,,,,2017-09-21 09:42:07,,,Ofrezco,,"Comida, Agua, Artículos de limpieza, Medicamentos",,19.3910737,-99.1657372
806,,Doctores,Cuauhtémoc,Ciudad de Mexico,,,,,,,,,,,,,,,,Centro de Acopio de la Escuela Libre de Derecho,2017-09-21 09:51:31,,,Necesito,,"Comida, Agua, Transporte, Manos / Voluntarios, Artículos de limpieza, Medicamentos, Carpas, tiendas de campaña, Ropa",,19.45664,-99.2031769
807,,San Jerónimo Lidice ,,CDMX,,,,,,,,,,,,,,,,Ofrezco más de 50 prendas de ropa nueva para mujer.,2017-09-21 09:53:43,,,Ofrezco,,Ropa,,19.321644,-99.2204485
808,,Cuauhtemoc ,Cuauhtémoc ,CDMX,,,,,,,,,,,,,,,,,2017-09-21 09:57:49,,,Ofrezco,,Manos / Voluntarios,,19.429042,-99.1679421
809,,Polanco,Miguel Hidalgo,Distrito Federal,,,,,,,,,,,,,,,,,2017-09-21 10:02:08,,,Ofrezco,,Manos / Voluntarios,,19.4289611,-99.1973637
810,,Atlixco,Atlixco,Puebla ,,,,,,,,,,,,,,,,,2017-09-21 10:09:04,,,Necesito,,Materiales de construccion,,18.9131227,-98.4293891
811,,Centro,Cuernavaca,Morelos,,,,,,,,,,,,,,,,Organización de celulas de trabajo Pentathlon Morelos,2017-09-21 10:17:56,,,Ofrezco,,Manos / Voluntarios,,18.9203462,-99.2356048
812,,Santiago ,,Puebla ,,,,,,,,,,,,,,,,,2017-09-21 10:20:15,,,Ofrezco,,Manos / Voluntarios,,19.0412967,-98.2061996
813,,Roma Norte,Cuauhtémoc ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-21 10:21:12,,,Ofrezco,,Manos / Voluntarios,,19.4191628,-99.1565023
814,,Narvarte ,Benito juarez,CDMX ,,,,,,,,,,,,,,,,,2017-09-21 10:21:19,,,Ofrezco,,"Refugio / Dónde dormir, Manos / Voluntarios, Libros ",,19.4003398,-99.1573629
815,,Rancho la Palma III sección.,Coacalco de Berriozábal.,Estado de México.,,,,,,,,,,,,,,,,Deseo ayudar con labores de rescate.,2017-09-21 10:23:17,,,Ofrezco,,Mano para ayudar.,,19.6180111,-99.0947966
816,,Industrial,GAM,Ciudad de Mexico,,,,,,,,,,,,,,,,,2017-09-21 10:23:18,,,Ofrezco,,"Comida, Manos / Voluntarios",,19.4198314,-99.1153885
817,,Federal burocratica,Huixquilucan,Edo de mex,,,,,,,,,,,,,,,,,2017-09-21 10:23:18,,,Ofrezco,,"Refugio / Dónde dormir, Manos / Voluntarios",,19.4190223,-99.2716288
818,,Olivar de los padres ,Álvaro Obregón ,CDMX ,,,,,,,,,,,,,,,,,2017-09-21 10:24:50,,,Ofrezco,,Manos / Voluntarios,,19.3385736,-99.2142527
819,,Condesa,Cuauhtemoc,Ciudad de Mexico,,,,,,,,,,,,,,,,,2017-09-21 10:25:04,,,Ofrezco,,Manos / Voluntarios,,19.410688,-99.1789142
820,,Santa Úrsula,Coyoacan,CDMX,,,,,,,,,,,,,,,,,2017-09-21 10:25:47,,,Ofrezco,,"Manos / Voluntarios, Carpas, tiendas de campaña",,19.3097809,-99.155447
821,,Independencia ,,CD.MX. ,,,,,,,,,,,,,,,,,2017-09-21 10:26:22,,,Ofrezco,,"Transporte, Manos / Voluntarios",,28.4211079,-106.8520281
822,,Morelos,Venustiano Carranza,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-21 10:26:59,,,Ofrezco,,Manos / Voluntarios,,19.4435932,-99.1214045
823,,Centro,Queretaro ,Queretaro,,,,,,,,,,,,,,,,,2017-09-21 10:27:25,,,Ofrezco,,Ropa,,20.5920203,-100.3919033
824,,Industrial,GAM,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-21 10:27:26,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza",,19.4198314,-99.1153885
825,,Doctores,Cuauhtémoc ,México ,,,,,,,,,,,,,,,,,2017-09-21 10:27:33,,,Ofrezco,,Manos / Voluntarios,,23.7179926,-99.159646
826,,La candelaria,Coyoacán,Cd. Mex,,,,,,,,,,,,,,,,,2017-09-21 10:29:18,,,Ofrezco,,"Manos / Voluntarios, Artículos de limpieza",,19.3303807,-99.1463071
827,,Napoles,Benito Juárez ,Mexico,,,,,,,,,,,,,,,,,2017-09-21 10:31:28,,,Ofrezco,,Manos / Voluntarios,,19.4288129,-99.1612406
828,,Ajusco,Tlalpan,Ciudad de Mexico,,,,,,,,,,,,,,,,Me puedo mover a donde sea,2017-09-21 10:37:54,,,Ofrezco,,Manos / Voluntarios,,19.2153897,-99.1926741
829,,San jose insurgentes,Benito juarez,Ciudad de mexico,,,,,,,,,,,,,,,,,2017-09-21 10:38:21,,,Ofrezco,,Manos / Voluntarios,,19.306375,-99.1862875
830,,Bosques de las lomas ,Miguel hidalgo,Cdmx,,,,,,,,,,,,,,,,,2017-09-21 10:38:30,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza",,19.4010793,-99.2480728
831,,"Anzures, Granada, Anahuac ",Miguel Hidalgo,Ciudad de Mexico,,,,,,,,,,,,,,,,,2017-09-21 10:41:34,,,Ofrezco,,"Transporte, Manos / Voluntarios",,19.4489659,-99.1862341
832,,Anáhuac,Miguel Hidalgo,Ciudad de Mexico,,,,,,,,,,,,,,,,,2017-09-21 10:43:29,,,Ofrezco,,"Medicamentos, Herramienta",,19.4445835,-99.1746778
833,,San Antonio ,Azcapotzalco ,Cdmx,,,,,,,,,,,,,,,,,2017-09-21 10:46:21,,,Ofrezco,,Manos / Voluntarios,,19.4805668,-99.2058279
834,,GENERAL ANAYA,BENITO JUAREZ,CD MX,,,,,,,,,,,,,,,,,2017-09-21 10:47:45,,,Ofrezco,,Manos / Voluntarios,,19.3476639,-99.0344803
835,,San fernando,Huixquilucan,Estado de mxico,,,,,,,,,,,,,,,,,2017-09-21 10:49:24,,,Ofrezco,,"Manos / Voluntarios, Medicamentos",,19.3860544,-99.2827163
836,,San Fernando,Huixquilucan,Estado de México,,,,,,,,,,,,,,,,,2017-09-21 10:49:58,,,Ofrezco,,"Manos / Voluntarios, Medicamentos",,19.3860544,-99.2827163
837,,Insurgentes-Cuicuilco,Coyoacán ,CD.MX.,,,,,,,,,,,,,,,,,2017-09-21 10:50:33,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza, Ropa",,19.3061938,-99.1862654
838,,San Álvaro ,Azcapotzalco ,Cdmx,,,,,,,,,,,,,,,,,2017-09-21 10:52:02,,,Ofrezco,,Manos / Voluntarios,,19.3054523,-99.1494088
839,,Tabasco 2000,Centro ,Tabasco ,,,,,,,,,,,,,,,,"1 camión de 4 toneladas de equipo, 1 trailer con ayuda, estamos en Puebla avanzando a CDMX y morelos",2017-09-21 10:52:43,,,Ofrezco,,"Comida, Agua, Artículos de limpieza, Medicamentos, Carpas, tiendas de campaña, Ropa, Palas, picos, equipo se protección personal para rescatistas, marros, cortadoras, cubetas, medicamentos, material de curación, etc. ",,17.9992452,-92.9458487
840,,Condesa Roma,,Ciudad de mexico,,,,,,,,,,,,,,,,,2017-09-21 10:52:46,,,Ofrezco,,"Manos / Voluntarios, Peritajes, Ropa",,19.4095846,-99.1575732
841,,Jardines del pedregal ,Coyoacán Tlalpan ,CDMX ,,,,,,,,,,,,,,,,,2017-09-21 10:56:47,,,Ofrezco,,"Comida, Agua, Transporte, Manos / Voluntarios, Ropa, Gasolina",,19.3059872,-99.2045684
842,,Condesa ,Cuauhtémoc ,Distrito Federal,,,,,,,,,,,,,,,,,2017-09-21 10:58:27,,,Ofrezco,,"Transporte, Manos / Voluntarios",,19.4347413,-99.1402079
843,,No entiendo lo siento,,Michigan,,,,,,,,,,,,,,,,,2017-09-21 10:58:51,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza, Medicamentos, Ropa",,42.464947,-83.0039075
844,,Arboledas del sur,Tlalpan,Cdmx,,,,,,,,,,,,,,,,Ayuda medica,2017-09-21 11:01:11,,,Ofrezco,,Manos / Voluntarios,,19.2932045,-99.1386972
845,,Ciudad de los niños ,Naucalpan ,México ,,,,,,,,,,,,,,,,Enfermeria en paciente criticó ,2017-09-21 11:01:30,,,Ofrezco,,Asistencia médica,,19.4692559,-99.2470337
846,,Ex hacienda de san juan,Tlalpan,Cdmx,,,,,,,,,,,,,,,,,2017-09-21 11:02:08,,,Ofrezco,,"Transporte, Manos / Voluntarios",,19.2904015,-99.1431939
847,,las aguilas,zapopan,jalisco,,,,,,,,,,,,,,,,,2017-09-21 11:03:56,,,Ofrezco,,Manos / Voluntarios,,20.6270376,-103.4121672
848,,La Concepción,Coyoacán,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-21 11:05:38,,,Ofrezco,,Manos / Voluntarios,,19.4867207,-99.2010747
849,,tacuba,miguel hidalgo,cdmx,,,,,,,,,,,,,,,,,2017-09-21 11:11:55,,,Ofrezco,,"Agua, Carpas, tiendas de campaña, Ropa",,19.4556664,-99.1885208
850,,Universidad,Toluca,Estado de méxico,,,,,,,,,,,,,,,,Tenemos disposición de trasladarnos a donde se necesite ,2017-09-21 11:15:12,,,Ofrezco,,"Transporte, Manos / Voluntarios, Medicamentos, herramientas de seguridad",,19.2755478,-99.6522324
851,,Isidro fábela ,Toluca ,Estado de México ,,,,,,,,,,,,,,,,,2017-09-21 11:18:08,,,Ofrezco,,Transporte,,19.2713902,-99.6612825
852,,Napoles,Benito Juárez ,Cdmx ,,,,,,,,,,,,,,,,,2017-09-21 11:19:42,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Transporte, Manos / Voluntarios, Artículos de limpieza, Medicamentos, Ropa, Gasolina",,19.4288124,-99.1612404
853,,San Miguel Xochimanga ,Atizapan de Zaragoza ,México ,,,,,,,,,,,,,,,,,2017-09-21 11:20:08,,,Ofrezco,,"Transporte, Manos / Voluntarios, Artículos de limpieza",,19.5688926,-99.2144828
854,,Residencial las Dalias ,,México ,,,,,,,,,,,,,,,,,2017-09-21 11:24:05,,,Ofrezco,,"Manos / Voluntarios, Asistencia médica, Material de curación",,19.6428897,-99.1001722
855,,Santa cecilia tepetlapa,Xochimilco,Ciudad de México,,,,,,,,,,,,,,,,"Apoyo con mi vehículo, mi hogar y mis manos",2017-09-21 11:26:16,,,Ofrezco,,"Refugio / Dónde dormir, Transporte, Manos / Voluntarios",,19.214207,-99.098584
856,,M m j ,Atizapan ,México ,,,,,,,,,,,,,,,,,2017-09-21 11:28:38,,,Ofrezco,,Manos / Voluntarios,,19.4921633,-99.1088073
