,AlimentosExistentes,AlimentosFaltantes,ArtculosUrgentes,Calle,Colonia,Delegacinomunicipio,EspecialistasExistentesseparaporcomas,EspecialistasFaltantesseparaporcomas,Estado,HerramientasExistentes,HerramientasFaltantes,Horariodeatencin,Marcatemporal,MedicamentosExistentes,MedicamentosFaltantes,Nombredelcentro,Nombredelcontacto,Nmero,OtrosArtculosqueNecesitan,Serequierevoluntarios,Telfono,TelfonoAcopio,Verificado,latitud,longitud
365,sopas arroz suplementos con vitaminas,Latas de atn agua embotellada pan,"Cascos, Guantes de uso industrial, Botas, Bolsas negras de basura, Linternas, Pilas, Máscaras de polvo, Radio de pilas, Cobijas, Guantes desechables, Jeringas, Gazas esterilizadas, Punzos del 14 al 22, Agua oxigenada, Vendas, Tapabocas, Jabón neutro, Tela adhesiva, Micropore, Insulina, Analgésicos, Antipireticos, Termómetros, Antihipertensivos, Antidiarréicos, Antiácidos, Ropa para mujeres, Ropa para hombres, ropa para niños, ropa para bebés, colchonetas, tiendas de campaña, productos de higiene.",México Nuevo esquina Avenida Adolfo López Mateos,México Nuevo,Atizapán de Zaragoza,Ningno,Mdicos Arquitectos ingenieros traductores,Estado de México,Ningna,Martillos barretas palas cubetas botas cascos guantes cuerdas polines cerruchos,De 8:00hrs a 22:00hrs.,22/09/2017 3:47:50,antihipertensivos antidiarrecos,Penicilina insulina,Zona 5,Mauricio Hernández Quintanar,8,Ningúno.,Sí,044 5523731826,,Sí,19.5672359,-99.25548549999999
366,,,"Juguetes, muñecos, colores, libros para colorear, pañales, ropa, zapatos.  Todo para niños y bebés.",45 A Sur 4917 Estrellas del Sur,Estrellas del sur,Puebla,nan,nan,Puebla,,,10 AM a 5 PM,22/09/2017 7:55:48,,,Jardín de niños Despertar,Jeanette Dabdoub Limón,100,,No,2221990679,,Sí,19.0403378,-98.2434015
367,,,"Juguetes, muñecos, colores, libros para colorear, pañales, ropa, zapatos.  Todo para niños y bebés.",45 A Sur 4917,Estrellas del sur,Puebla,nan,nan,Puebla,,,,22/09/2017 7:56:47,,,,Jeanette Dabdoub Limón,100,,,2221990679,,,19.0403378,-98.2434015
368,,,,Municipio Libre y Uxmal,Santa Cruz Atoyac,Benito Juárez,nan,nan,Ciudad de México,,,,22/09/2017 7:59:56,,,Gimnasio Delegacion Benito Juarez,Tannia Obregon,0,,,5525636207,,Sí,19.3706392,-99.15872259999999
370,Semillas,Latas leche,"Medicinas, ropa niños, pañales, comida enlatada",Bucareli 69-A,Juárez,Cuahutemoc,Historiadores arquitectos cocineros,Arquitectos socilogos cocineros o chefs,Ciudad de México,Ninguna,De todo tipo,11:00 a 18:00 ,22/09/2017 9:17:31,Vendas y gasas,Gasas jeringas alcohol dolac tylenol ,Bandini Espacio Cultural,Jessica Rodarte,69.,Vegetales para comedor comunitario,Sí,5536543123,,No,19.4314117,-99.15151770000001
371,,,"Cobijas, abrigo, tiendas de campaña, medicamentos, higiene, alimentos no perecederos, herramientas, ",Salvador Alvarado ,Escandon,Miguel Hidalgo,nan,Medicos,Ciudad de México,,,8am a 8pm,22/09/2017 9:20:54,,,Alvarado,Joana,73,,Sí,Desconozco,,Sí,19.4038366,-99.17966469999999
372,,Agua enlatados frijol arroz pasta jugos dulces pan sal aceite caf azcar galletas,,Ejército Nacional,Granada,Miguel Hidalgo,nan,nan,Ciudad de México,,Palas picos lmparas cuerdas lonas pilas zoquets extensiones polines,10:30 AM en adelante,22/09/2017 9:45:42,,Insulina oxgeno agua oxigenada solucin Hartman salbutamol nebulizadores antibiticos equipo quirrgico jeringas antivirales etc,Acopio Godínez Móvil,Mario Castro,559,"Pañales, toallas sanitarias, jabón, shampoo, talco, cobertores, casa de campaña, impermeables, ropa en buen estado, juguetes, artículos de limpieza",Sí,5523184329,,Sí,19.4391855,-99.1925131
373,,Azcar sal mayonesa verdura enlatada aceite caf agua embotellada harina mermelada ,"Fajas de carga, lámparas, desodorante, papilla, jugos, rastrillos, pañales, talco, cepillos dentales, tales, botas de trabajo, gel antibacterial, crema corporal, cubre bocas, arnés, cubetas, desarmados, martillos, tijeras, cúter, ropa para hombre, ropa interior, ropa para bebé, equipo de rescate, equipo eléctrico, gel para cabello",José María Izazaga,Centro,Centro,nan,nan,Ciudad de México,,material de construccin,,22/09/2017 9:59:22,,,Izazaga 11,Estefanía Micha,11,,Sí,55300430550,,Sí,19.4265047,-99.14157039999999
374,,Reciben de todo,"Lonas, pilas, linternas",Certificados,Alamos,Benito juarez,nan,nan,Ciudad de México,,,24 hrs,22/09/2017 10:19:32,,,Cafe zapata vive,Alejandro,6,,No,55798926,,Sí,19.3920619,-99.139518
375,Sin informacin ,Sin informacin ,"víveres (leche en polvo, alimentos no perecederos, alimentos en lata, agua embotellada, arroz, alimento mascotas, abrelatas, galletas, sal, azúcar, suero, cafe soluble)",Pallares y Portillo ,Barrio de San Lucas,Coyoacan,Sin informacin ,Sin informacin ,Ciudad de México,No estn recolectando,No estn recolectando,6 pm,22/09/2017 10:26:56,Sin informacin ,material de curacin vendas gasas esterilizadas agua oxigenada alcohol guantes desechables cubre bocas jeringas cepillos quirrgicos venoclisis puntos del  ,Centro para Tepetlixpa Edo. Mexico.,Liliana Olvera,171,"artículos de limpieza (cloro, pinol, jabon), platos y vasos desechables. ",No,5512947851,,Sí,19.3462035,-99.1515122
376,Atn frijol leche,Artculos de limpieza higiene personal agua alimentos enlatados paales papel higinico,"Artículos de limpieza, higiene personal, agua, alimentos enlatados, pañales, papel higiénico. ",Av. Perseo ,Reserva Territorial Atlixcáyotl,"San Andrés Cholula, Puebla",Psiclogos trabajadores sociales,No requerimos,Puebla,Ninguna,Palas cubetas mazos,9 am a 9 pm,22/09/2017 10:31:44,,No se requiere,CRIT-Puebla,Sandra Domínguez,5320,,No,2225205730,,Sí,19.019219,-98.25685200000001
377,Ninguno,Alimentos no perecederos,Artículos de higiene,Paseo de Naranjos y Paseo de los Granados,Paseos de Taxqueña,Coyacán,nan,nan,Ciudad de México,,,24hrs,22/09/2017 10:34:40,,,Parque de las Montañas,Candy Tzukino,110,Agua ,Sí,5527267905,,Sí,19.3486167,-99.12309599999999
378,,Aceite de cocina caf soluble azcar sal comida para beb chiles y verduras en lata pasta de dientes jabn de bao cepillos de dientes gel antibacterial,"Leche en polvo para bebé, mamilas, aceite para bebé, bolsas transparentes de 50x60cm,",Viaducto Río de la Piedad,Granjas México,Iztacalco,nan,nan,Ciudad de México,,cinta canela cutters cajas para despensa tablones,"Todo el día, voluntarios para horario preferente de 2pm a 7pm",22/09/2017 10:42:38,,Metamizol metronidazol ketorolaco metoclopramida clindamicina bultilhioscina,Sala de Armas,No disponible,5,,Sí,No disponible,,Sí,19.4042273,-99.12475979999999
379,Ninguno ,Comida no perecedera agua leche cobija ropa material de curacion ,,"Alcanfores 49, ",Las Aguilas,Alvaro Obregon,, ,Morelos,Ninguna ,Cascos palas guantes linternas cubetas ,12-12,22/09/2017 11:08:42,Ninguno ,Curacin,Acopio para Tenancingo ,Mayalen Yrigoyen,1,- ,Sí,5591990532,,Sí,19.3479252,-99.22490490000001
380,,Arroz Frijol Atun Comida enlatada Aseite,"Toallas Humedas, pañales, cremas, cosas para bebes",Mercaderes ,San Jose Insurgentes,Benito Juarez,nan,nan,Ciudad de México,,palas cascos chalecos ,08:00am a 11:00pm,22/09/2017 11:18:38,ningun medicamento,Todo tipo de medicamentos,Parroquia Emperatriz de América,Rafael ,99,,No,5547715130,,Sí,19.3655397,-99.1858292
381,Agua embotellada jugos refrescos cobijas material de curacion jeringas gasas algodon medicinas paales toallas sanitarias toallitas humedas pasta y cepillo de dientes ropa alimentos no perecederos enlatados desechables chalecos cascos cubre bocas de cono pilas,Agua embotellada jugos refrescos cobijas material de curacion jeringas gasas algodon medicinas paales toallas sanitarias toallitas humedas pasta y cepillo de dientes ropa alimentos no perecederos enlatados desechables chalecos cascos cubre bocas de cono pilas,"Agua embotellada, jugos, refrescos, cobijas, material de curacion, jeringas, gasas, algodon, medicinas, pañales, toallas sanitarias, toallitas humedas, pasta y cepillo de dientes, ropa, alimentos no perecederos, enlatados, desechables, chalecos, cascos, cubre bocas de cono, pilas.Agua embotellada, jugos, refrescos, cobijas, material de curacion, jeringas, gasas, algodon, medicinas, pañales, toallas sanitarias, toallitas humedas, pasta y cepillo de dientes, ropa, alimentos no perecederos, enlatados, desechables, chalecos, cascos, cubre bocas de cono, pilas.",Division del norte y J Vertiz ,Portales,Benito Juarez,Medicos e internista,Medicos enfermeros,Ciudad de México,Ninguna,Cascos cubre bocas de cono y chalecos ,10:00pm ,22/09/2017 11:23:06,Agua embotellada jugos refrescos cobijas material de curacion jeringas gasas algodon medicinas paales toallas sanitarias toallitas humedas pasta y cepillo de dientes ropa alimentos no perecederos enlatados desechables chalecos cascos cubre bocas de cono pilas,Agua embotellada jugos refrescos cobijas material de curacion jeringas gasas algodon medicinas paales toallas sanitarias toallitas humedas pasta y cepillo de dientes ropa alimentos no perecederos enlatados desechables chalecos cascos cubre bocas de cono pilas,Division del norte y J Vertiz ,Paulina Loman,1496,,Sí,2281490288,,Sí,19.367138,-99.15574629999999
383,,,,Mariano Escobedo ,Polanco,Miguel Hidalgo,nan,nan,Ciudad de México,,,8 am a 8 pm,22/09/2017 11:26:49,,,"Petopia DF - va a Cuautla, sale sábado 23",Jana,137,"alimentos enlatados, agua, cobijas, ropa, comida de animales",No,5519725426,,Sí,19.4466417,-99.1829626
384,Perecederos sobran muchsimo,Chocolate y latas de atn,Discos de Esmeril del número 9,Concepción Béistegui,Del Valle Norte,Benito Juárez,nan,nan,Ciudad de México,,,24 hrs.,22/09/2017 11:31:45,,,Concepción Béistegui esquina Gabriel Mancera,David Marín,609,,No,5430350063,,Sí,19.3897445,-99.16762729999999
385,,,,Masaryk,Polanco,Miguel Hidalgo,nan,nan,Ciudad de México,,,lunes a viernes (hasta 12 de oct) 11am a 6pm,22/09/2017 11:33:48,,,Atelier Nupcial,Felipe,311,"ropa, cobijas",No,5551005879,,Sí,19.4318844,-99.1939898
386,,,,SOR JUANA INES DE LA CRUZ ,5 de Mayo,Toluca,nan,nan,Estado de México,,,,22/09/2017 11:38:50,,,LANDGUAGE center,Beiza,314,,,5077006,,Sí,19.2874233,-99.65146229999999
387,Croquetas para animales ,Enlatados,"Pañales, enlatados, leche en polvo, dulces/chocolates, electrolitos",Heriberto Frías,Del Valle Norte,Benito Juárez,nan,nan,Ciudad de México,,,10:00 a 22:00,22/09/2017 11:42:25,,Lidocana,Heriberto Frías 903-B,Ligia Zepeda,903,,No,5530743868,,Sí,19.3855078,-99.1614099
388,,No,No,Coquimbo,Lindavista,Gustavo A Madero,nan,Favor de no acercarse al rea  peligro de edificio daado ,Ciudad de México,,Nono,,22/09/2017 11:42:51,,,Lindavista,Fernanda Corro,911,No,No,5515101907,,Sí,19.4935455,-99.12290809999999
389,,,,Juárez,San Juan Tetitlan,Tecomatlán,nan,nan,Estado de México,,,,22/09/2017 11:48:09,,,Comedor Comunitario San Miguel Tecomatlán,Comedor Comunitario,0,,,0,,Sí,18.105382,-98.3133625
390,,Comida enlatada,Medicamentos,Chimalpopoca,Obrera,Tlalpan,,,Ciudad de México,,Bolsas Jumbo Cajas Cinta Canela,Todo el día,22/09/2017 11:50:54,,,Transito,Raúl Zepeda,0,...,Sí,5516900924,,Sí,19.300869,-99.0721985
391,,,,Alamo,Casa Blanca,Metepec,nan,nan,Estado de México,,,,22/09/2017 12:06:11,,,Paletería el paricutín,,5,,,,,Sí,19.2829379,-99.601534
392,,,,Segunda privada de mextli,Azteca,Toluca,nan,nan,Estado de México,,,,22/09/2017 12:06:46,,,Paletería Paricutín,,7,,,,,Sí,19.2591513,-99.644905
393,,,,Villada,Centro,Toluca,nan,nan,Estado de México,,,,22/09/2017 12:07:12,,,Metzican,,308,,,,,Sí,19.2901679,-99.5632526
394,,,,Juan Aldama,Centro,Toluca,nan,nan,Estado de México,,,,22/09/2017 12:07:38,,,Dime,,705,,,,,Sí,19.2815243,-99.65480389999999
396,no se,no se,"análgesicos niño, analgésicos adulto, antibióticos niño, antibióticos adulto, material clínico, alcohol, gasas, nebulizadores, suero bebible, suero intravenoso.",Gabriel Mancera,Del Valle,Benito Juárez,no se,no se,Ciudad de México,no se,no se,24 horas,22/09/2017 12:28:02,no se,no se,,Patricia Villarreal,50,no se,No,55 4340 4206,,Sí,19.3994678,-99.16122349999999
397,Atn,Pasta seca arroz frijol en lata leche en polvo aceitr,"Fórmula infantil, pañales",Vicente Guerrero,Centro,Jojutla,Paramdicos,Mdicos psicolgico,Morelos,No aplica,No aplica,07am - 2am,22/09/2017 12:32:05,Todo de adulto,Solucin infantil antibitico antiestaminico analgsico antiperitico antitucigeno salbuterapico,Jiu Jitsu Jojutla,Esteban Hernandez,400,"Toallas húmedas, papel higiénico",No,734-125-03-65,,Sí,18.6182555,-99.1798365
398,,,Sillas de ruedas,Berlín,Del Carmen,Coyoacán,nan,nan,Ciudad de México,,,,22/09/2017 12:37:35,,,"Berlín 107, Coyoacán",Aldo Ortiz & Isaac Reyes,107,,,,,No,19.356653,-99.1586099
400,,,,Insurgentes,Barrio de San Fernando,Tlapan,nan,nan,Ciudad de México,,,,22/09/2017 12:57:16,,,villa olimpica,,123,,,,,Sí,19.3270177,-99.0609458
401,,enlatados bebidas en tetrapack alimentos para bebs alimentos para personas diabticas aguas pequeas,,Cuauhtémoc,Roma,Cuauhtémoc,nan,nan,Ciudad de México,,palas picos carretillas cuerdas raggia cubetas lmparas pilas c y d cascos extensiones largas multicontactos extensiones con scoket lmparas tipo minero seguetas pinzas pa cortar alambre discos para cortar metal y concreto,de 13:00 a 21 hrs,22/09/2017 13:04:48,,material de curacin guantes quirrgios gasas alcohol gel antibacterial antibitios analgsicos antipirticos insulina hieleras pequeas con hielo ,Foro Alicia,@ivannnieblas por twitter,91,"toallas sanitarias, sábanas, cobijas, lonas, colchonetas, impermeables, ropa y zapatos en buen estado, colores, crayolas, papel, libretas, libros de colorear para niños",No,,,Sí,19.4216073,-99.1542853
403,,Tanto para consumir en el momento como NO Perecedero para llevarlos en viaje y dejarlo a los municipios necesitados,"🔥🔥🔥🙏 SE REQUIERE MUY IMPORTANTE QUE DONEN:::
",Eje Central Lázaro Cárdenas Esquina Niños Héroes,Narvarte,Benito Juárez,nan,nan,Ciudad de México,, Guantes de carnaza cascos Cubrebocas palas  LAMPARAS muy importante Planta de luz  masquin o cinta adhesiva  Cuerdas  Seguetas,8 a 22 hrs.,22/09/2017 13:12:20,, Medicamentos de emergencia  Material de curacin  toallas sanitarias  inhaladores para asma insulina,Parroquia de la Natividad,Francisco Cano,806,"Jabones,
Papel sanitario, 
bolsas negras,
Dinero $ para gasolina y podernos trasladar hasta los estados y municipios necesitados,
- Agua potable (mucha),
- Cobijas, 
- Ropa para adulto y niños,
- colchones o colchonetas,",Sí,5528639654,,Sí,19.3878748,-99.147015
404,,,"Medicamentos, pañales, jeringas de 5 y 4 , artículos de limpieza, piñol, cubetas, ",Division y municipio libre ,Santa Cruz Atoyac ,Benito Juárez ,nan,nan,Ciudad de México,,,,22/09/2017 13:12:28,,Ranitidinas ,Parque de los venados ,Jorge luis Juárez ,0,,No,5513 68 8120,,Sí,19.3703954,-99.1565681
405,Agua,Enlatados ,"Enlatados , higiénicos, ",Eje Central ,Niños héroes de Chapultepec ,Benito Juárez ,nan,No,Ciudad de México,,Palos Botes,24hrs,22/09/2017 13:13:49,Antidepresivos,Analgsicos insulina en hielo  ,Iglesia de la Natividad,Párroco o Sra. Rosy,806,Artículos de limpieza ,No,5567894660,,Sí,19.3632557,-99.15122769999999
406,Agua,Enlatados ,Ropa limpia,Calzada de Tlalpan ,niños héroes de Chapultepec ,benito Juárez ,nan,No,Ciudad de México,,Pilas Lmparas ,10 a 22,22/09/2017 13:16:30,,Analgsicos antidepresivos ,Apostolado de la nueva evangelización ,apostolado de la nueva evangelización ,899,,No,55797901,,Sí,19.3873508,-99.13912490000001
407,,,,Av Mexico Ote.,San Gregorio Atlapulco,Xochimilco,nan,nan,Ciudad de México,,,5:30 a 2:00,22/09/2017 13:17:05,,,,Angel ,51,,Sí,5531001462,,Sí,19.2533628,-99.059159
408,No hay,AGUA,AGUA,Pedro Ramírez del Castillo ,Barrio San Juan,Xochimilco,No hay,No hay,Ciudad de México,No hay,No hay,9 hrs a 20 hrs.,22/09/2017 13:19:24,No hay,No hay,"CENTRO DE ACOPIO DE AGUA ""BARRIO SAN JUAN XOCHIMILCO""",Adán Ramírez,176,Sólo AGUA,Sí,55 23410414,,Sí,19.2654447,-99.1048931
409,,,"Artículos para bebé, medicamentos, jeringas, cubrebocas, ropa, cobijas, alimentos para personas y mascota",Calzada de Tlalpan,Ex Hacienda Coapa,Tlalpan,nan,nan,Ciudad de México,,,10am a 5pm,22/09/2017 13:19:42,,,UVM Campus Sur Sede Coyoacán,Angel Aguilar Camacho,3016,,Sí,5538610036,,Sí,19.3151247,-99.1398768
410,,,,Av México,Hipodromo Condesa,Cuauhtemoc,nan,Soldadores,Ciudad de México,,,,22/09/2017 13:19:56,,,Parque España,Diego Rodriguez,157,,Sí,044 55 2499 2420,,Sí,19.4117942,-99.1683539
411,,Productos de Higiene,,Insurgentes Sur,Villa Olimpica,Miguel Hidalgo,nan,nan,Ciudad de México,,,,22/09/2017 13:22:16,,,Villa Olimpica,Diego,3493,,,55 1952 5796,,Sí,19.2967168,-99.1880516
413,,Chocolate agua refrescos,Hielos ,Coquimbo,Linda vista ,Gustavo A Madero,nan,nan,Ciudad de México,,,13:32,22/09/2017 13:32:48,,,Coquimbo 911,Angélica flores ,911,,No,5575340488,,Sí,19.4935455,-99.12290809999999
414,,Comida para beb comida enlatada leche en polvo ,"Ropa de bebé, medicina, material de construcción",Insurgentes Sur,San José Insurgentes,Benito Juárez,nan,nan,Ciudad de México,,,9:00 a.m a 20:00 hrs,22/09/2017 13:36:52,,,Torre Mural,Elba Araceli Meza Najera,1605,,No,5539274747,,Sí,19.3636104,-99.1827232
415,,alimentos enlatados agua,"lonas, cobijas, colchonetas, impermeables, casas de campaña",9 Poniente,Sta Maria Xixitla,San Pedro Cholula,nan,ingenieros civiles arquitectos,Puebla,,,8 a 21 horas,22/09/2017 13:48:19,,,Cholula,Mónica Villa,527,,No,2223929860,,Sí,19.0603354,-98.3128627
417,,Todo,"Todo (hoy, mañana y domingo)",Av Guillermo Massieu Helguera,Linda Vista,Gustavo A Madero,nan,nan,Ciudad de México,,,De 9 a 20,22/09/2017 13:53:31,,Analgsico antibiticos material de curacin ,Instituto Valle Monday ,Lucero Foster,265,,Sí,45973780,,Sí,19.5122141,-99.1390562
418,,,"Toallas sanitarias, jabón, pasta dental, cepillos de dientes, jabón para ropa. bolsas, colchonetas, cobijas",18 de marzo,Centro,Chilpancingo,nan,nan,Guerrero,,Palas picos carretillas,9 a 22 horas,22/09/2017 13:58:28,,Hipoglucmicos,Centro Educativo IEU,Miguel Castro,5,,No,7471110270,,Sí,17.5487084,-99.4997477
419,Agua arrroz sardina,Enlatados ,Comida enlatad ,Langosta ,Del Mar,Tláhuac,Psicolgo legua de seas mexicana ,No,Ciudad de México,Ninguna ,Ninguna,8:00 a 17:00,22/09/2017 14:00:49,Metformina aspirina ratitidina ,Ninguno ,Universidad marista ,Arturo lopez,928,Ninguno ,No,5510642287,,No,19.2873931,-99.0539249
421,Croquetas ,Todo tipo de alimentos para gatos y perros ,Tapa bocas,Rio balsas ,Cuauhtemoc,Cuauhtemoc,Veterinarios,,Ciudad de México,,,10:00 am - 7:00 pm,22/09/2017 14:19:15,,Medicamentos de curacin ,Acopio de superama,Isac Chavez,23,,No,5513881558,,No,19.4336642,-99.16808820000001
422,,,-,Primaria Netzahualcoyotl,Huejotengo,Ocuitico,No se necesitan rescatista,Voluntarios ,Morelos,,Para remocin de escombros,24 horas ,22/09/2017 14:28:14,,,Primaria Netzahualcoyotl,Ixcel ,1,-,Sí,5574927401,,Sí,18.6394551,-99.1581712
424,Alimentos enlatado y agua ,Comida para bebe alimentos para mascotas,Baterias,Rio Nazas,Cuauhtemoc,Cuauhtemoc,nan,nan,Ciudad de México,,,24/7,22/09/2017 14:32:31,,Medicamentos ,Mundo ejecutivo,Joel flores,34,,No,5536737345,,Sí,19.4324297,-99.1664464
426,,,,Agrarismo,Escandón,Miguel Hidalgo,nan,nan,Ciudad de México,,,,22/09/2017 14:45:08,,,Centro Acopio Agrarismo 13,,13,,No,,,Sí,19.403167,-99.1719299
427,Enlatados atn sopas tortilla azcar caf y leche en polvo,Enlatados ,"Agua, medicamento básico para lesiones e infecciones.",Medellín ,Roma Sur,Cuauhtémoc , mdico ,Ninguno,Ciudad de México,Dos palas y un pico,Palas picos y mazos,24 horas,22/09/2017 14:50:56,Antibioticos jeringas y desinflamatorios,,Centro de Acopio Medellín 295,Edgar Sanchez,295,"Pañales, alimentos para bebé, mamilas, cobijas y papel higiénico, catres, casas de campaña.",No,5512408668,,Sí,19.4064102,-99.16324589999999
428,Arroz agua ,Alimentos no perecederos,"Alimentos no perecederos, ropa, cobijas ",Canal de Chalco ,Villa centroamericana ,Tláhuac,Ingenieros ,Mdicos ,Ciudad de México,No reciben herramienta ,No reciben herramienta ,8:00 a 14:00,22/09/2017 14:53:19,No reciben medicamento ,No reciben medicamentos ,Instituto tecnológico de Tláhuac 3,Salvador Merlo ,1088,No ,No,,,No,19.2823582,-99.064993
429,Enlatados atn galletas sopa de pasta cafe cereal frijol arroz,Artculos de higiene colchonetas cobijas ropa alimentos no perecederos,"Artículos de higiene, colchonetas, cobijas, ropa, alimentos no perecederos",Ah. Benjamin Franklin ,Hipódromo Condesa ,Cuauhtémoc ,Mdicos arquitectos,NA,Ciudad de México,Cascos guantes,Palas picos,10:00 am - 5:00 pm,22/09/2017 14:53:52,Todo,NA,Universidad La salle,Mijail Eluani,45,N/A,No,5540214822,,Sí,19.4275312,-99.1577666
430,No s,No s,"Comida enlatada, limpieza personal, gel antibacterial, aceite",Cumbres de Acutzingo,Narvarte,Benito Juárez,Mdicos presentes,No,Ciudad de México,Hay medicinas,No s,24 hrs,22/09/2017 14:56:44,No s,No s,CENDI Montes azules - SEDESOL,Roberto Poblete Velázquez,0,No es necesario.,No,5513951296,,Sí,19.3925618,-99.1466827
431,Atn Frijoles Agua,Agua Comida enlatada Fruta Fruta en almibar Sopas de pasta Frijoles Arroz Azcar Sal Alimentos no perecederos Caf Suero,"Antisépticos, Paracetamol, Alcohol, Vendas, Jeringas.",Tolsa,Juárez,Cuauhtémoc,nan,nan,Ciudad de México,An no contamos con herramientas,Lmparas Material como martillosGatos hidrulicos Cubetas Palas,22 de septiembre hasta las 19:00 horas,22/09/2017 15:00:29,,An no tenemos medicamentos,Bahía Bar/ Colecta para Morelos,Eduardo Mendoza Laguna,36,"Cajas, Lasos, Cobijas, Ropa, Productos para bebé, Zapatos/tenis,",No,,,No,19.4272172,-99.15112459999999
432,Sopas de pasta,Agua ,"Agua, alimento enlatado, ropa de niños, juguetes ",Gabriela mistral ,Villa Centroaméricana ,Tláhuac ,Auxiliar de enfermera ,Mdicos ,Ciudad de México,Pinzas ,Palas picos martillos,Las 24 horas ,22/09/2017 15:01:16,No reciben medicamentos ,No reciben medicamnetos,,Laura ,1,"Pilas, lámparas ",Sí,5539234810,,No,19.2806503,-99.05685009999999
433,,,"Medicamentos, antisepticos, bolsas  RTDI",Rio Tiber,Cuauhtemoc,Cuauhtemoc,nan,nan,Ciudad de México,,Palas picos,10.00 a 20.00,22/09/2017 15:07:08,Antisepticos,Antisepticos ,Barbers Spa,Armando Diaz,84,,No,5561628675,,Sí,19.4299632,-99.16921959999999
434,Atn y agua,Arroz legumbres leche aceite,"Arroz, legumbres, leche, aceite",En frente del palacio municipal,Centro,Tlayacapan,nan,nan,Morelos,,,,22/09/2017 15:07:14,,,Tlayacapan,Lucia Cangas,0,,,,,Sí,18.9555556,-98.98111109999999
435,,enlatados comida que aguante el viaje a tierra caliente,"agua embotella y en pipa, despensas, material de construcción, casas de campaña,cobijas, ropa y juguetes",Zaragoza,Primera sección ,Jolalpan,medicos arquitectos e ingenieros voluntarios para reconstruccin,,Puebla,,favor de preguntar ,24 horas,22/09/2017 15:09:37,no tienen,ibuprofeno ,Salon La Raza,Aurelio Ponce Hidalgo ,35,,Sí,5540890189 y 5513793785,,Sí,18.3233262,-98.84414819999999
436,paales ,leche polvo alimento para beb,"medicamentos pediátricos, alimento para bebé, formula, leche en polvo",Serapio Rendón,san Rafael,Cuahutemoc,no,no,Ciudad de México,no,no,10:00 a 18:00,22/09/2017 15:09:41,no,pediatricos material de curacin curacin,Serapio Rendón 61,Onnis Luque,61,,No,5535757188,,Sí,19.4373083,-99.16015569999999
438,Semillas frijol arroz sal lenteja comida para mascotas ,,"Comida enlatada, leche en polvo, agua embotellada, alimento para bebé, azúcar, electrolitos orales",La turba ,Bosque de Tláhuac ,Tláhuac ,Mdicos arquitectos ,Ingenieros paramdicos,Ciudad de México,Ninguna ,Palas martillos cerruchos ,9:00 a 18:00,22/09/2017 15:21:41,Diclofenaco paracetamol ,Insulina metformina aspirina penicilina amoxicilina bexametazona,Apoyo Tláhuac ,Aranzu ,0,"Lámparas, cobijas, velas, rastrillos",Sí,5574850870,,No,19.2897772,-99.0559785
440,Enlatados atn galletas sopa de pasta cafe cereal frijol arroz,Artculos de higiene colchonetas cobijas ropa alimentos no perecederos,"Artículos de higiene, colchonetas, cobijas, ropa, alimentos no perecederos",Ah. Benjamin Franklin ,Hipódromo Condesa ,Cuauhtémoc ,Mdicos arquitectos,NA,Ciudad de México,Cascos guantes,Palas picos,10:00 am - 5:00 pm,22/09/2017 15:25:09,Todo,NA,Universidad La salle,Mijail Eluani,45,N/A,No,5540214822,,Sí,19.4275312,-99.1577666
441,Nada,Arroz frijol atn sopas de pasta leche en polvo bolsas de medio kilo a un kilo,"Medicamentos, herramientas, enlatados.",Medellín ,Roma Sur,Cuauhtémoc ,Mdicos enfermeras ,Mdicos generales,Ciudad de México,Palas,Discos de corte vascos picos barretas guantes cascos,24 horas,22/09/2017 15:26:00,Antiinflamatorios antibioticos para diabeticos presin alta y asmticos,Vacuna para ttanos antigripales inyectado diclofenaco y quetorolaco jeringas alcohol agua oxigenada electrolitos en polvo dexametasona,Centro Medellín y Viaducto ,Christian Fernández ,381,"Polines, gatos hidráulicos, hielos, mazos, macetas.",Sí,5534354107,,Sí,19.4020352,-99.16227599999999
442,,Alimentos para bebe paales ,,Rio Niagara,Cuauhtemoc,cuauhtemoc,,,Ciudad de México,,,9.00 a 21.00,22/09/2017 15:28:20,,,Pata Negra,Gabriela Garza,43,"Productos de limpieza, cloro, desinfectantes",No,8182806032,8182806032,Sí,19.4287821,-99.17115559999999
444,Ropa,Cajas embalaje artculos de higiene cobijas,"Ropa de bebé, juguetes de bebe, Cajas, embalaje, artículos de higiene, cobijas",Constituyentes,San Miguel chapultepec,Miguel Hidalgo,Voluntarios,NA,Ciudad de México,NA,NA,"Solo este Fds, 10 a 6",22/09/2017 15:29:19,NA,NA,Constituyentes 171,Débora Medina,171,Más información de que necesitan y donde.,No,5523395445,5523395445,No,19.4130932,-99.1891399
445,,,,Parque España,Condesa,Cuauhtémoc,,,Ciudad de México,,,24 horas,22/09/2017 15:33:03,,Desabasto Importante URGE Necesitan Alcohol agua oxigenada vendas vendas de yeso cubrebocas gel antibacterial micropore jeringas de  y  Isodine Merthiolate Algodn curitas ,Parque España,Los coordinadores Carlos o el Oso.	,7,,No,No disponible,N/A,Sí,19.4165157,-99.16994009999999
