X,Y,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,unnamed__1_,Marca_temporal,Calle,Numero_aproximado,Colonia,Delegacion,Nombre_contacto,Telefono,Articulos_Urgentes,Alimentos_Faltantes,Alimentos_Existentes,Medicamentos_Faltantes,Medicamentos_Existentes,Herramientas_Faltantes,Herramientas_Existentes,Otros_Articulos,Horario_Atencion,Requieren_voluntarios,Verificado,Estado,latitud,longitud
-99.1700915,19.4125978,Colegio Alemán-Plantel Sur (Xochimilco),"unnamed (1): 111<br>Marca temporal: 21/09/17 12:45<br>Calle: Avenida México<br>Numero_aproximado: 5501<br>Colonia: Huichapan<br>Delegacion: Xochimilco<br>Nombre_contacto: Colegio Alemán <br>Telefono: 01 55 5062 9880<br>Articulos_Urgentes: No especifica<br>Alimentos_Faltantes: Enlatados, atún, sardinas, arroz, sopas, frijoles, mayonesa<br>Alimentos_Existentes: No especifica<br>Medicamentos_Faltantes: Material de curación, jeringas, electrolitos<br>Medicamentos_Existentes: No especifica<br>Herramientas_Faltantes: Guantes de carnaza, linternas, pilas, extensiones, focos<br>Herramientas_Existentes: No especifica<br>Otros_Articulos: Detergentes, ropa nueva, ropa usada, zapatos, sábanas, cobijas, jabón, toallas sanitarias, pañales, cepillos de dientes, cubetas, escobas, trapeadores, cloro<br>Horario_Atencion: 21 de septiembre 2017 hasta las 17:00 horas<br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.4125978<br>longitud: -99.1700915",,,,,-1,0,-1,,,111.0,21/09/17 12:45,Avenida México,5501.0,Huichapan,Xochimilco,Colegio Alemán,01 55 5062 9880,No especifica,"Enlatados, atún, sardinas, arroz, sopas, frijoles, mayonesa",No especifica,"Material de curación, jeringas, electrolitos",No especifica,"Guantes de carnaza, linternas, pilas, extensiones, focos",No especifica,"Detergentes, ropa nueva, ropa usada, zapatos, sábanas, cobijas, jabón, toallas sanitarias, pañales, cepillos de dientes, cubetas, escobas, trapeadores, cloro",21 de septiembre 2017 hasta las 17:00 horas,No,Sí,Ciudad de México,19.4125978,-99.1700915
-99.174313,19.4200725,CENTRO DE ACOPIO PARA MILPA ALTA,"unnamed (1): 112<br>Marca temporal: 21/09/17 12:47<br>Calle: Acapulco<br>Numero_aproximado: 32<br>Colonia: Roma<br>Delegacion: Cuauhtemoc<br>Nombre_contacto: Regina Tattersfield<br>Telefono: 55 2313 6522<br>Articulos_Urgentes: Colchonetas, ropa limpia<br>Alimentos_Faltantes: café, comida enlatada<br>Alimentos_Existentes: Ninguno<br>Medicamentos_Faltantes: No se solicitan<br>Medicamentos_Existentes: Sueros, Jeringas, leche para bebe, analgésicos<br>Herramientas_Faltantes: No se solicitan<br>Herramientas_Existentes: ninguna<br>Otros_Articulos: Casas de campaña<br>Horario_Atencion: Hasta las 11:00 pm / Solo hoy<br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.4200725<br>longitud: -99.174313",,,,,-1,0,-1,,,112.0,21/09/17 12:47,Acapulco,32.0,Roma,Cuauhtemoc,Regina Tattersfield,55 2313 6522,"Colchonetas, ropa limpia","café, comida enlatada",Ninguno,No se solicitan,"Sueros, Jeringas, leche para bebe, analgésicos",No se solicitan,ninguna,Casas de campaña,Hasta las 11:00 pm / Solo hoy,No,Sí,Ciudad de México,19.4200725,-99.174313
-99.1607751,19.4258425,Cancino Colonia Juarez,unnamed (1): 113<br>Marca temporal: 21/09/17 12:52<br>Calle: Havre<br>Numero_aproximado: 64<br>Colonia: Juarez<br>Delegacion: Cuauhtémoc <br>Nombre_contacto: Eduardo Duvos<br>Telefono: 52073216<br>Articulos_Urgentes: Lo que quieran traer<br>Alimentos_Faltantes: Embotellados no precederos<br>Alimentos_Existentes: Apenas abrieron <br>Medicamentos_Faltantes: Los que quiera. <br>Medicamentos_Existentes: Nada<br>Herramientas_Faltantes: No<br>Herramientas_Existentes: No<br>Otros_Articulos:  No<br>Horario_Atencion: 10 am 9:00 pm<br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.4258425<br>longitud: -99.1607751,,,,,-1,0,-1,,,113.0,21/09/17 12:52,Havre,64.0,Juarez,Cuauhtémoc,Eduardo Duvos,52073216,Lo que quieran traer,Embotellados no precederos,Apenas abrieron,Los que quiera.,Nada,No,No,No,10 am 9:00 pm,No,Sí,Ciudad de México,19.4258425,-99.1607751
-99.1599013,19.3554376,Sin dato,"unnamed (1): 114<br>Marca temporal: 21/09/17 12:58<br>Calle: Genova y Londres<br>Numero_aproximado: 0<br>Colonia: Juárez<br>Delegacion: Cuauhtémoc<br>Nombre_contacto: Sin dato<br>Telefono: Sin dato<br>Articulos_Urgentes: Comida enlatada, medicamentos<br>Alimentos_Faltantes: Comida enlatada, no precederos<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: Antibioticos, jeringas y diverso material<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: Sin dato<br>Otros_Articulos: Sin dato<br>Horario_Atencion: Sin dato<br>Requieren_voluntarios: Sí<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.3554376<br>longitud: -99.1599013",,,,,-1,0,-1,,,114.0,21/09/17 12:58,Genova y Londres,0.0,Juárez,Cuauhtémoc,Sin dato,Sin dato,"Comida enlatada, medicamentos","Comida enlatada, no precederos",0,"Antibioticos, jeringas y diverso material",0,0,Sin dato,Sin dato,Sin dato,Sí,Sí,Ciudad de México,19.3554376,-99.1599013
,,kokun,"unnamed (1): 115<br>Marca temporal: 21/09/17 13:04<br>Calle: Av. Río Rhin <br>Numero_aproximado: 47<br>Colonia: Cuauhtémoc<br>Delegacion: na<br>Nombre_contacto: Fernanda Retana<br>Telefono: 5547769742<br>Articulos_Urgentes: Comida,enlatada<br>Alimentos_Faltantes: Na<br>Alimentos_Existentes: Na<br>Medicamentos_Faltantes: Na<br>Medicamentos_Existentes: Na<br>Herramientas_Faltantes: Na<br>Herramientas_Existentes: Na<br>Otros_Articulos: Na<br>Horario_Atencion: <br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: <br>longitud:",,,,,,,-1,,,115.0,21/09/17 13:04,Av. Río Rhin,47.0,Cuauhtémoc,na,Fernanda Retana,5547769742,"Comida,enlatada",Na,Na,Na,Na,Na,Na,Na,,No,Sí,Ciudad de México,,
,,Londres y Genova,"unnamed (1): 116<br>Marca temporal: 21/09/17 13:14<br>Calle: Londres y Geniva<br>Numero_aproximado: 0<br>Colonia: Juárez<br>Delegacion: Na<br>Nombre_contacto: Nana<br>Telefono: Na<br>Articulos_Urgentes: Alimentos,no,perecederos,comida,enlatada,facil,de,abrir,pañales,gel,antibacterial,palas,picos,guantes<br>Alimentos_Faltantes: Na<br>Alimentos_Existentes: Na<br>Medicamentos_Faltantes: Na<br>Medicamentos_Existentes: Na<br>Herramientas_Faltantes: Na<br>Herramientas_Existentes: Na<br>Otros_Articulos: Na<br>Horario_Atencion: Na<br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: <br>longitud:",,,,,,,-1,,,116.0,21/09/17 13:14,Londres y Geniva,0.0,Juárez,Na,Nana,Na,"Alimentos,no,perecederos,comida,enlatada,facil,de,abrir,pañales,gel,antibacterial,palas,picos,guantes",Na,Na,Na,Na,Na,Na,Na,Na,No,Sí,Ciudad de México,,
,,Estacionamiento de particular  (valet parking),"unnamed (1): 117<br>Marca temporal: 21/09/17 13:18<br>Calle: alfonso esparza otero <br>Numero_aproximado: 108<br>Colonia: guadalupe inn<br>Delegacion: alvaro obregón<br>Nombre_contacto: Jose Ferrari<br>Telefono: 5551013894<br>Articulos_Urgentes: medicinas<br>Alimentos_Faltantes: ninguno<br>Alimentos_Existentes: ninguno<br>Medicamentos_Faltantes: Alcohol, gasas, vendas, curitas, merteolate etc. Agujas del 1 y del 18, oxígeno, dopamina, adrenalina, slbutamina inhalada, catéter intravenoso de 18 positivo, analgésicos, diclofenaco, ketorolaco, puntas nasales, agua fisiológica de 500, tapabocas, suero, solución harmand, antropina, epinefrina, venoclisis, bentodic, férulas, guantes, microporo, bultos quirúrgicos.<br>Medicamentos_Existentes: ninguno<br>Herramientas_Faltantes: no<br>Herramientas_Existentes: no<br>Otros_Articulos: no<br>Horario_Atencion: 7:00 am hasta 11:00pm<br>Requieren_voluntarios: Sí<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: <br>longitud:",,,,,,,-1,,,117.0,21/09/17 13:18,alfonso esparza otero,108.0,guadalupe inn,alvaro obregón,Jose Ferrari,5551013894,medicinas,ninguno,ninguno,"Alcohol, gasas, vendas, curitas, merteolate etc. Agujas del 1 y del 18, oxígeno, dopamina, adrenalina, slbutamina inhalada, catéter intravenoso de 18 positivo, analgésicos, diclofenaco, ketorolaco, puntas nasales, agua fisiológica de 500, tapabocas, suero, solución harmand, antropina, epinefrina, venoclisis, bentodic, férulas, guantes, microporo, bultos quirúrgicos.",ninguno,no,no,no,7:00 am hasta 11:00pm,Sí,Sí,Ciudad de México,,
-98.9730495,19.2125891,Apoyo Psicológico,unnamed (1): 118<br>Marca temporal: 21/09/17 13:18<br>Calle: Francisco Javier Mina<br>Numero_aproximado: 134<br>Colonia: Guerrero<br>Delegacion: CUAUHTEMOC<br>Nombre_contacto: Lorena<br>Telefono: 5566985648<br>Articulos_Urgentes: -<br>Alimentos_Faltantes: -<br>Alimentos_Existentes: -<br>Medicamentos_Faltantes: -<br>Medicamentos_Existentes: -<br>Herramientas_Faltantes: -<br>Herramientas_Existentes: -<br>Otros_Articulos: Brigadas de apoyo psicológico<br>Horario_Atencion: <br>Requieren_voluntarios: Sí<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.2125891<br>longitud: -98.9730495,,,,,-1,0,-1,,,118.0,21/09/17 13:18,Francisco Javier Mina,134.0,Guerrero,CUAUHTEMOC,Lorena,5566985648,-,-,-,-,-,-,-,Brigadas de apoyo psicológico,,Sí,Sí,Ciudad de México,19.2125891,-98.9730495
-99.1636608,19.4389563,Fit Corner (Gimnasio),unnamed (1): 119<br>Marca temporal: 21/09/17 13:20<br>Calle: Gabino Barreda<br>Numero_aproximado: 122<br>Colonia: San Rafael<br>Delegacion: Cuauhtemoc<br>Nombre_contacto: Jaime Bandera<br>Telefono: 6304-4830<br>Articulos_Urgentes: ninguno<br>Alimentos_Faltantes: todo<br>Alimentos_Existentes: ninguno<br>Medicamentos_Faltantes: todo<br>Medicamentos_Existentes: ninguno<br>Herramientas_Faltantes: todas<br>Herramientas_Existentes: ninguna<br>Otros_Articulos: Partiran el sábado a Morelos con lo que junten para repartir al<br>Horario_Atencion: 6 am a 10 pm<br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.4389563<br>longitud: -99.1636608,,,,,-1,0,-1,,,119.0,21/09/17 13:20,Gabino Barreda,122.0,San Rafael,Cuauhtemoc,Jaime Bandera,6304-4830,ninguno,todo,ninguno,todo,ninguno,todas,ninguna,Partiran el sábado a Morelos con lo que junten para repartir al,6 am a 10 pm,No,Sí,Ciudad de México,19.4389563,-99.1636608
-99.1399852,19.3415712,Polideportivo Los Culhuacanes,unnamed (1): 120<br>Marca temporal: 21/09/17 13:24<br>Calle: Av Taxqueña <br>Numero_aproximado: 1811<br>Colonia: EX EJIDO SAN FRANCISCO CULHUACAN<br>Delegacion: COYOACAN<br>Nombre_contacto: GABRIELA CAMACHO<br>Telefono: 5561381975<br>Articulos_Urgentes: -<br>Alimentos_Faltantes: -<br>Alimentos_Existentes: -<br>Medicamentos_Faltantes: -<br>Medicamentos_Existentes: -<br>Herramientas_Faltantes: -<br>Herramientas_Existentes: -<br>Otros_Articulos: Brigadas de apoyo psicológico<br>Horario_Atencion: <br>Requieren_voluntarios: Sí<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.3415712<br>longitud: -99.1399852,,,,,-1,0,-1,,,120.0,21/09/17 13:24,Av Taxqueña,1811.0,EX EJIDO SAN FRANCISCO CULHUACAN,COYOACAN,GABRIELA CAMACHO,5561381975,-,-,-,-,-,-,-,Brigadas de apoyo psicológico,,Sí,Sí,Ciudad de México,19.3415712,-99.1399852
,,División del Norte y Vertiz,"unnamed (1): 121<br>Marca temporal: 21/09/17 13:33<br>Calle: División del Norte esquina con Dr. Vertiz<br>Numero_aproximado: 1832<br>Colonia: Portales Norte<br>Delegacion: Benito Juárez<br>Nombre_contacto: Paulina Loman<br>Telefono: 5.52281E+11<br>Articulos_Urgentes: Pañales desechables, toallas sanitarias, papel higiénico, toallas, cobijas, ropa.<br>Alimentos_Faltantes: Alimentos no perecederos, agua<br>Alimentos_Existentes: Ninguno<br>Medicamentos_Faltantes: Alcohol, material de curación, suero<br>Medicamentos_Existentes: Ninguno<br>Herramientas_Faltantes: Palas, picos, mareos, carretillas, cizallas, <br>Herramientas_Existentes: Ninguna<br>Otros_Articulos: Todos los anteriores<br>Horario_Atencion: 8:00 am - 5:00 am<br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: <br>longitud:",,,,,,,-1,,,121.0,21/09/17 13:33,División del Norte esquina con Dr. Vertiz,1832.0,Portales Norte,Benito Juárez,Paulina Loman,5.52281E+11,"Pañales desechables, toallas sanitarias, papel higiénico, toallas, cobijas, ropa.","Alimentos no perecederos, agua",Ninguno,"Alcohol, material de curación, suero",Ninguno,"Palas, picos, mareos, carretillas, cizallas,",Ninguna,Todos los anteriores,8:00 am - 5:00 am,No,Sí,Ciudad de México,,
-99.1505456,19.5554269,parque España,"unnamed (1): 122<br>Marca temporal: 21/09/17 13:34<br>Calle: Av. Sonora<br>Numero_aproximado: 0<br>Colonia: Condesa<br>Delegacion: Cuauhtemoc<br>Nombre_contacto: Marce <br>Telefono: 4.4554E+11<br>Articulos_Urgentes: equipo quirúrgico descrito abajo<br>Alimentos_Faltantes: ninguno<br>Alimentos_Existentes: ninguno<br>Medicamentos_Faltantes: glucómetros, pulsos (bolsas verdes/azules), equipo de venoclisis, oxìgeno con laringoscopio, ambus, punzocat (verde o azul), solución farmaglucosada, tablas de rescate con arnès, suturas, adrenalina, insulina, lidocaìna<br>Medicamentos_Existentes: ninguno<br>Herramientas_Faltantes: ninguno<br>Herramientas_Existentes: ningunonin<br>Otros_Articulos: ninguno<br>Horario_Atencion: solicitud de 13:30<br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.5554269<br>longitud: -99.1505456",,,,,-1,0,-1,,,122.0,21/09/17 13:34,Av. Sonora,0.0,Condesa,Cuauhtemoc,Marce,4.4554E+11,equipo quirúrgico descrito abajo,ninguno,ninguno,"glucómetros, pulsos (bolsas verdes/azules), equipo de venoclisis, oxìgeno con laringoscopio, ambus, punzocat (verde o azul), solución farmaglucosada, tablas de rescate con arnès, suturas, adrenalina, insulina, lidocaìna",ninguno,ninguno,ningunonin,ninguno,solicitud de 13:30,No,Sí,Ciudad de México,19.5554269,-99.1505456
,,Centro de acopio alumnado de prepa 8,"unnamed (1): 123<br>Marca temporal: 21/09/17 13:37<br>Calle: Av. Lomas de plateros y Francisco P Miranda, enfrente de prepa 8<br>Numero_aproximado: 38<br>Colonia: Plateros<br>Delegacion: Álvaro Oregon <br>Nombre_contacto: Diego Leonardo Sánchez Dosta<br>Telefono: 5551552285<br>Articulos_Urgentes: Medicamentos, Insulina, penicilina, suero intravenoso, vendas #5, gasas, cubre bocas, alcohol, alcohol en gel, jeringas, artículos para bebé,  comida de perro y gato<br>Alimentos_Faltantes: Alimentos en lata con abre fácil, leche en polvo, alimentos no perecederos <br>Alimentos_Existentes: Alimentos preparados<br>Medicamentos_Faltantes: Insulina, Ácido urdeoxicólico, penicilina, antibióticos, antivirus, suero intravenoso, jeringas, gasas, cubre bocas, guantes esterilizados, agua oxigenada, alcohol<br>Medicamentos_Existentes: Jeringas, gasas<br>Herramientas_Faltantes: Palas, picos, cascos, linternas<br>Herramientas_Existentes: Ningúna <br>Otros_Articulos: Ropa, zapatos, juguetes, bolsas de plástico, cajas, pilas<br>Horario_Atencion: 8:00 am a 7:00 pm<br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: <br>longitud:",,,,,,,-1,,,123.0,21/09/17 13:37,"Av. Lomas de plateros y Francisco P Miranda, enfrente de prepa 8",38.0,Plateros,Álvaro Oregon,Diego Leonardo Sánchez Dosta,5551552285,"Medicamentos, Insulina, penicilina, suero intravenoso, vendas #5, gasas, cubre bocas, alcohol, alcohol en gel, jeringas, artículos para bebé,  comida de perro y gato","Alimentos en lata con abre fácil, leche en polvo, alimentos no perecederos",Alimentos preparados,"Insulina, Ácido urdeoxicólico, penicilina, antibióticos, antivirus, suero intravenoso, jeringas, gasas, cubre bocas, guantes esterilizados, agua oxigenada, alcohol","Jeringas, gasas","Palas, picos, cascos, linternas",Ningúna,"Ropa, zapatos, juguetes, bolsas de plástico, cajas, pilas",8:00 am a 7:00 pm,No,Sí,Ciudad de México,,
-99.1668071,19.4151532,Centros Recreativo Niños Héroes,"unnamed (1): 124<br>Marca temporal: 21/09/17 13:40<br>Calle: Popocatépetl<br>Numero_aproximado: 276<br>Colonia: Sta cruz Atoyac<br>Delegacion: Benito Juárez<br>Nombre_contacto: Alicia Mastretta<br>Telefono: 5561619896<br>Articulos_Urgentes: Toallas de baño (secarse) y Zacatecas de baño<br>Alimentos_Faltantes: Toallas jabón, productos higiénicos, toallas sanitarias, plumones, ropa, toallas bañarse<br>Alimentos_Existentes: Comida preparada <br>Medicamentos_Faltantes: Los que necesiten refrigeración (tienen) y del resto también<br>Medicamentos_Existentes: Ninguno<br>Herramientas_Faltantes: Pala, pico, barreras, de todo<br>Herramientas_Existentes: Ninguna<br>Otros_Articulos: Comida perros<br>Horario_Atencion: 24 hrs<br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.4151532<br>longitud: -99.1668071",,,,,-1,0,-1,,,124.0,21/09/17 13:40,Popocatépetl,276.0,Sta cruz Atoyac,Benito Juárez,Alicia Mastretta,5561619896,Toallas de baño (secarse) y Zacatecas de baño,"Toallas jabón, productos higiénicos, toallas sanitarias, plumones, ropa, toallas bañarse",Comida preparada,Los que necesiten refrigeración (tienen) y del resto también,Ninguno,"Pala, pico, barreras, de todo",Ninguna,Comida perros,24 hrs,No,Sí,Ciudad de México,19.4151532,-99.1668071
,,Centro de Acopio - Zócalo de la Ciudad,"unnamed (1): 125<br>Marca temporal: 21/09/17 13:42<br>Calle: 3 oriente<br>Numero_aproximado: 1<br>Colonia: Centro<br>Delegacion: Puebla<br>Nombre_contacto: @PueblaAyto<br>Telefono: +52 (222) 309 43 00<br>Articulos_Urgentes: Detergente, cubetas, escobas, cloro, pino, trapeadores, Papel higiénico, Pañales, toallas sanitarias, cepillos dentales, pasta de dientes, shampoo, jabón corporal<br>Alimentos_Faltantes: No perecederos<br>Alimentos_Existentes: No aplica<br>Medicamentos_Faltantes: Todo tipo de medicamentos<br>Medicamentos_Existentes: No aplica<br>Herramientas_Faltantes: No aplica<br>Herramientas_Existentes: No aplica<br>Otros_Articulos: Material para envolver, cintas, cajas, garrafones vacíos, bolsa de todo tamaño, papel burbuja.<br>Horario_Atencion: 24 horas<br>Requieren_voluntarios: Sí<br>Verificado: Sí<br>Estado: Puebla<br>latitud: <br>longitud:",,,,,,,-1,,,125.0,21/09/17 13:42,3 oriente,1.0,Centro,Puebla,@PueblaAyto,+52 (222) 309 43 00,"Detergente, cubetas, escobas, cloro, pino, trapeadores, Papel higiénico, Pañales, toallas sanitarias, cepillos dentales, pasta de dientes, shampoo, jabón corporal",No perecederos,No aplica,Todo tipo de medicamentos,No aplica,No aplica,No aplica,"Material para envolver, cintas, cajas, garrafones vacíos, bolsa de todo tamaño, papel burbuja.",24 horas,Sí,Sí,Puebla,,
,,Milán y Roma,"unnamed (1): 126<br>Marca temporal: 21/09/17 13:43<br>Calle: Milán Esquina Roma<br>Numero_aproximado: 40<br>Colonia: Juarez<br>Delegacion: Cuauhtemoc <br>Nombre_contacto: Alejandra Macedonio<br>Telefono: 5527588215<br>Articulos_Urgentes: Pañales, leches, jabones<br>Alimentos_Faltantes: Nada<br>Alimentos_Existentes: Nada<br>Medicamentos_Faltantes: Aspirinas, desenfriol, alcohol, vendas<br>Medicamentos_Existentes: Nada<br>Herramientas_Faltantes: Nada<br>Herramientas_Existentes: Nada<br>Otros_Articulos: Cosas para niños <br>Horario_Atencion: Todo el día <br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: <br>longitud:",,,,,,,-1,,,126.0,21/09/17 13:43,Milán Esquina Roma,40.0,Juarez,Cuauhtemoc,Alejandra Macedonio,5527588215,"Pañales, leches, jabones",Nada,Nada,"Aspirinas, desenfriol, alcohol, vendas",Nada,Nada,Nada,Cosas para niños,Todo el día,No,Sí,Ciudad de México,,
,,Centro de Acopio en Iglesia Nativitas.,"unnamed (1): 127<br>Marca temporal: 21/09/17 13:51<br>Calle: Eje central (esquina con Niños Héroes de Chapultepec)<br>Numero_aproximado: 806<br>Colonia: Niños Héroes de Chapultepec<br>Delegacion: Benito Juárez <br>Nombre_contacto: Rosa Brito<br>Telefono: 5567894660<br>Articulos_Urgentes: Todo está completo (después de ésta entrega, éste centro dejará de estar activo)envío a Tlayacapan, Jojutla, Cuatla, Tlaltizapa. Fecha de entrega: 21/09/17<br>Alimentos_Faltantes: Todo está completo (después de ésta entrega, éste centro dejará de estar activo)envío a Tlayacapan, Jojutla, Cuatla, Tlaltizapa. Fecha de entrega: 21/09/17<br>Alimentos_Existentes: Todo está completo (después de ésta entrega, éste centro dejará de estar activo)envío a Tlayacapan, Jojutla, Cuatla, Tlaltizapa. Fecha de entrega: 21/09/17<br>Medicamentos_Faltantes: Todo está completo (después de ésta entrega, éste centro dejará de estar activo)envío a Tlayacapan, Jojutla, Cuatla, Tlaltizapa. Fecha de entrega: 21/09/17<br>Medicamentos_Existentes: Todo está completo (después de ésta entrega, éste centro dejará de estar activo)envío a Tlayacapan, Jojutla, Cuatla, Tlaltizapa. Fecha de entrega: 21/09/17<br>Herramientas_Faltantes: Todo está completo (después de ésta entrega, éste centro dejará de estar activo)envío a Tlayacapan, Jojutla, Cuatla, Tlaltizapa. Fecha de entrega: 21/09/17<br>Herramientas_Existentes: Todo está completo (después de ésta entrega, éste centro dejará de estar activo)envío a Tlayacapan, Jojutla, Cuatla, Tlaltizapa. Fecha de entrega: 21/09/17<br>Otros_Articulos: Todo está completo (después de ésta entrega, éste centro dejará de estar activo)Fecha de entrega: 21/09/17<br>Horario_Atencion: 13:45<br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: <br>longitud:",,,,,,,-1,,,127.0,21/09/17 13:51,Eje central (esquina con Niños Héroes de Chapultepec),806.0,Niños Héroes de Chapultepec,Benito Juárez,Rosa Brito,5567894660,"Todo está completo (después de ésta entrega, éste centro dejará de estar activo)envío a Tlayacapan, Jojutla, Cuatla, Tlaltizapa. Fecha de entrega: 21/09/17","Todo está completo (después de ésta entrega, éste centro dejará de estar activo)envío a Tlayacapan, Jojutla, Cuatla, Tlaltizapa. Fecha de entrega: 21/09/17","Todo está completo (después de ésta entrega, éste centro dejará de estar activo)envío a Tlayacapan, Jojutla, Cuatla, Tlaltizapa. Fecha de entrega: 21/09/17","Todo está completo (después de ésta entrega, éste centro dejará de estar activo)envío a Tlayacapan, Jojutla, Cuatla, Tlaltizapa. Fecha de entrega: 21/09/17","Todo está completo (después de ésta entrega, éste centro dejará de estar activo)envío a Tlayacapan, Jojutla, Cuatla, Tlaltizapa. Fecha de entrega: 21/09/17","Todo está completo (después de ésta entrega, éste centro dejará de estar activo)envío a Tlayacapan, Jojutla, Cuatla, Tlaltizapa. Fecha de entrega: 21/09/17","Todo está completo (después de ésta entrega, éste centro dejará de estar activo)envío a Tlayacapan, Jojutla, Cuatla, Tlaltizapa. Fecha de entrega: 21/09/17","Todo está completo (después de ésta entrega, éste centro dejará de estar activo)Fecha de entrega: 21/09/17",13:45,No,Sí,Ciudad de México,,
-99.15683,19.4301123,Comedor Milán,unnamed (1): 128<br>Marca temporal: 21/09/17 13:51<br>Calle: Milán <br>Numero_aproximado: 36<br>Colonia: Juarez<br>Delegacion: Cuauhtémoc <br>Nombre_contacto: Mariana Mondragon  <br>Telefono: 5591319056<br>Articulos_Urgentes: Medicamentos para animales<br>Alimentos_Faltantes: Alimentos para gatos <br>Alimentos_Existentes: Alimento para perros <br>Medicamentos_Faltantes: Medicamento para animales<br>Medicamentos_Existentes: Nada<br>Herramientas_Faltantes: Nada<br>Herramientas_Existentes: Nada<br>Otros_Articulos: Cosas para perros<br>Horario_Atencion: 10:30-20:00 hrs<br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.4301123<br>longitud: -99.15683,,,,,-1,0,-1,,,128.0,21/09/17 13:51,Milán,36.0,Juarez,Cuauhtémoc,Mariana Mondragon,5591319056,Medicamentos para animales,Alimentos para gatos,Alimento para perros,Medicamento para animales,Nada,Nada,Nada,Cosas para perros,10:30-20:00 hrs,No,Sí,Ciudad de México,19.4301123,-99.15683
-99.0221579,19.1992458,Acopio UC,"unnamed (1): 129<br>Marca temporal: 21/09/17 13:52<br>Calle: Zacatecas<br>Numero_aproximado: 120<br>Colonia: Roma norte<br>Delegacion: Cuauhtémoc <br>Nombre_contacto: Javier Arrillaga <br>Telefono: 5529633505<br>Articulos_Urgentes: Medicamentos, material de curación, alimento para bebés <br>Alimentos_Faltantes: No perecederos, comida preparada<br>Alimentos_Existentes: Pasta, atún. <br>Medicamentos_Faltantes: Paracetamol, analgésico, vitaminas, suero<br>Medicamentos_Existentes: Cubre bocas<br>Herramientas_Faltantes: Pilas, lámparas, cascos, palas<br>Herramientas_Existentes: No sobran <br>Otros_Articulos: Comida para animales <br>Horario_Atencion: 2pm<br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.1992458<br>longitud: -99.0221579",,,,,-1,0,-1,,,129.0,21/09/17 13:52,Zacatecas,120.0,Roma norte,Cuauhtémoc,Javier Arrillaga,5529633505,"Medicamentos, material de curación, alimento para bebés","No perecederos, comida preparada","Pasta, atún.","Paracetamol, analgésico, vitaminas, suero",Cubre bocas,"Pilas, lámparas, cascos, palas",No sobran,Comida para animales,2pm,No,Sí,Ciudad de México,19.1992458,-99.0221579
-99.2407177,19.305223,Córdoba 45,"unnamed (1): 130<br>Marca temporal: 21/09/17 13:58<br>Calle: Córdoba <br>Numero_aproximado: 45<br>Colonia: Roma Norte<br>Delegacion: Na<br>Nombre_contacto: Jaager<br>Telefono: 551805 5705<br>Articulos_Urgentes: Material,de,curacion,detergente,toallas,sanitarias,papel,de,baño<br>Alimentos_Faltantes: Na<br>Alimentos_Existentes: Na<br>Medicamentos_Faltantes: Na<br>Medicamentos_Existentes: Na<br>Herramientas_Faltantes: Na<br>Herramientas_Existentes: Na<br>Otros_Articulos: Na<br>Horario_Atencion: 10am a 8pm<br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.305223<br>longitud: -99.2407177",,,,,-1,0,-1,,,130.0,21/09/17 13:58,Córdoba,45.0,Roma Norte,Na,Jaager,551805 5705,"Material,de,curacion,detergente,toallas,sanitarias,papel,de,baño",Na,Na,Na,Na,Na,Na,Na,10am a 8pm,No,Sí,Ciudad de México,19.305223,-99.2407177
